playerName,team,league,G,GS,W,L,S,BS,HLD,CG,SHO,IP,H,R,ER,HR,BB,K,mlbamID,playerid,G_SP,G_RP,defaultPos
Chris Johnson,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658336,0,0,
Jeremy Horst,PHI,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,456662,596,0,0,RP
Matt Blackham,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829631,0,0,
Johnny Hellweg,MIL,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,518782,10065,0,0,SP
R.C. Orlan,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503562,0,0,
Matt Guerrier,MIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,407825,2061,0,0,RP
Eury De la Rosa,SD,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,545001,4055,0,0,RP
Triston McKenzie,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa874760,0,0,
Reynaldo Lopez,CWS,AL,8,21,6,9,0,0,0,0,0,120,121,0,68,23,53,104,625643,16400,8,0,SP
Michael Rivera,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875862,0,0,
Juan Santos,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738956,0,0,
Adbert Alzolay,CHC,,2,2,1,1,0,0,0,0,0,9,10,0,5,2,4,7,640470,sa735853,0,0,
Ariel Miranda,SEA,AL,32,10,3,4,0,0,0,0,0,54,55,0,30,11,21,46,664641,17526,29,2,SP
Misael Siverio,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa802747,0,0,
Steve Delabar,CIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,447755,11827,0,0,RP
Grant Balfour,TB,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,346797,718,0,0,RP
Michael Zouzalik,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa702637,0,0,
Pat Young,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa707781,0,0,
Sarkis Ohanian,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827459,0,0,
Dedgar Jimenez,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa736925,0,0,
Scott Grist,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa876355,0,0,
A.J. Achter,LAA,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,592091,11387,0,0,RP
Joe Palumbo,TEX,,10,0,0,1,0,0,0,0,0,10,10,0,6,1,7,8,643478,sa738453,0,0,
Rob Whalen,SEA,AL,2,8,2,3,0,0,0,0,0,46,49,0,27,7,20,33,547007,14165,1,1,SP
Gonzalez Germen,COL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,542674,5876,0,0,RP
Eric Stults,LAD,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,445590,8011,0,0,SP
Dustin Crenshaw,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa3001062,0,0,
Andrew Sopko,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658286,0,0,
Ryan Hendrix,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738145,0,0,
Tyler Cravy,MIL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,572788,10770,0,0,SP
Keith Couch,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549175,0,0,
Jorge Martinez,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa3001059,0,0,
Daniel Corcino,LAD,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,542289,9266,0,0,RP
David Buchanan,PHI,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,571527,11176,0,0,SP
Matthew Kent,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875610,0,0,
Blair Walters,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa598185,0,0,
Mitch Horacek,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550295,0,0,
Patrick Ruotolo,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa856262,0,0,
Jacob Lee,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658135,0,0,
Emmanuel Ramirez,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa736752,0,0,
Jim Miller,NYY,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,461848,7458,0,0,RP
Kevin Grendell,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658164,0,0,
Robert Coello,LAA,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,445193,1149,0,0,RP
Scott Effross,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857667,0,0,
Scott McGregor,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455250,0,0,
John Lamb,TB,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543424,8493,0,0,SP
Lukas Schiraldi,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738692,0,0,
Michael Freeman,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875187,0,0,
Travis Banwart,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa389775,0,0,
Reed Garrett,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa830040,0,0,
Brandon Gold,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa872724,0,0,
Felipe Gonzalez,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa512503,0,0,
Zach Stewart,CWS,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543819,7397,0,0,RP
Javier Salas,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738903,0,0,
Eduardo Rivera,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa597029,0,0,
Jake Johansen,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503669,0,0,
Tyler Badamo,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829504,0,0,
Alex Sanabia,ARI,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502253,5350,0,0,SP
Luis Ortiz,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa828677,0,0,
Greg Belton,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918623,0,0,
Jaye Chapman,MIL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,488776,9096,0,0,RP
Juan Sandoval,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa202910,0,0,
Ashton Goudeau,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658634,0,0,
Derek Self,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa577722,0,0,
Jake Ehret,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602390,0,0,
Brandon Beachy,LAD,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,545404,8851,0,0,SP
Joshua Torres,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659907,0,0,
Rudy Owens,HOU,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502168,5226,0,0,SP
William Cuevas,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,571035,13331,0,1,RP
Nick Routt,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa621594,0,0,
Brian Miller,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827168,0,0,
Matt Withrow,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659074,0,0,
Andrew Cashner,BAL,AL,28,24,7,10,0,0,0,0,0,140,161,0,84,24,54,89,488768,8782,28,0,SP
Jeff Thompson,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa707780,0,0,
Bryan Verbitsky,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa707775,0,0,
Oscar Felix,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa542046,0,0,
Max Beatty,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738607,0,0,
Riley Smith,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa876070,0,0,
Kyle Funkhouser,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa827397,0,0,
Jordan Guerrero,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658262,0,0,
Jace Vines,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa917985,0,0,
Gerardo Sanchez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503435,0,0,
Will Headean,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875618,0,0,
Luis Escobar,PIT,,10,0,0,1,0,0,0,0,0,10,10,0,6,1,7,9,650813,sa828442,0,0,
Thomas Burrows,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa874215,0,0,
Steven Fuentes,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828326,0,0,
Lake Bachar,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa917993,0,0,
Chris Rowley,TOR,AL,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,635903,18820,3,3,
Paul Maholm,CIN,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,430904,8678,0,0,SP|RP
Jordan Kipper,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa602555,0,0,
Hiram Burgos,MIL,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,572744,9412,0,0,SP
Phil Hughes,MIN,AL,14,10,3,4,0,0,0,0,0,55,64,0,33,11,12,34,461833,7450,9,5,SP
Taylor Widener,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918271,0,0,
Josh Outman,ATL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,489189,4004,0,0,RP
Kyle Farnsworth,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,278,0,0,
Jacob Newberry,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738170,0,0,
Trey Lambert,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa869552,0,0,
Ryan Lawlor,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875198,0,0,
Cy Sneed,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa599742,0,0,
Will Carter,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829689,0,0,
Gerardo Reyes,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829912,0,0,
James Russell,CLE,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,460701,4089,0,0,SP
Adam Quintana,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa883461,0,0,
Scarlyn Reyes,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa739684,0,0,
Felipe Paulino,BOS,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,462956,3777,0,0,SP|RP
Ralph Garza,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875812,0,0,
Danny Rosenbaum,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa502078,0,0,
Ricky Romero,TOR,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,460069,3403,0,0,SP
Carlos Contreras,CIN,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,542266,10386,0,0,RP
Sean Nolin,MIL,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543594,11341,0,0,SP
Seth Webster,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa871452,0,0,
Alex Palsha,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829433,0,0,
Matt Tenuta,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658605,0,0,
Nolan Sanburn,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549956,0,0,
Matt Sergey,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa921222,0,0,
Merandy Gonzalez,MIA,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,642571,sa737381,0,0,
Austin Bibens-Dirkx,TEX,AL,24,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502212,9559,6,18,RP
Confesor Lara,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa547772,0,0,
Matt Pobereyko,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa921581,0,0,
Justin Anderson,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829323,0,0,
Chris Ellis,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602616,0,0,
Gerson Bautista,NYM,,15,0,1,1,0,0,0,0,0,15,15,0,9,2,10,13,639373,sa732755,0,0,
Connor Kaden,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829437,0,0,
Mark Serrano,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa501508,0,0,
Nolan Blackwood,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa874212,0,0,
Ricardo Sanchez,ATL,,10,0,0,1,0,0,0,0,0,10,10,0,6,1,6,8,645307,sa830302,0,0,
Cory Riordan,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa390235,0,0,
Aaron Kurcz,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549903,0,0,
Joe Filomeno,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa709552,0,0,
Kender Villegas,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa546467,0,0,
Trevor Foss,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738304,0,0,
Anthony Ranaudo,CWS,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,519168,11424,0,0,SP
Scott Baker,LAD,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,435044,6176,0,0,RP|SP
Jeffry Antigua,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa456113,0,0,
Jose Valdez,HOU,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,451990,3217,0,0,RP
Tyler Herron,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa290174,0,0,
Seth McGarry,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857614,0,0,
Pedro Hernandez,COL,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,517060,4578,0,0,SP
Conor Krauss,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829273,0,0,
Brian Keller,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa918951,0,0,
Nathan Bannister,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa857696,0,0,
Dominic DeMasi,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829567,0,0,
Brandon Leibrandt,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa602915,0,0,
Josh Conway,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503412,0,0,
Stephen Peterson,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599402,0,0,
Jose Taveras,PHI,,2,2,0,1,0,0,0,0,0,9,10,0,5,2,3,8,650810,sa828246,0,0,
Brennan Leitao,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875842,0,0,
Tyler Gilbert,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875068,0,0,
Ben Lively,PHI,NL,15,16,4,7,0,0,0,0,0,93,102,0,55,19,30,70,594902,14932,15,0,RP
Duncan Robinson,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa874105,0,0,
Sergio Mitre,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,1773,0,0,
Osvaldo Hernandez,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa975541,0,0,
Marcos Diplan,MIL,,10,0,0,1,0,0,0,0,0,10,10,0,6,1,7,9,650959,sa828590,0,0,
Brian Hunter,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829173,0,0,
Nick Travieso,CIN,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,621072,sa657906,0,0,
Alex White,HOU,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,502229,10054,0,0,SP
Jordan Jess,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918756,0,0,
Logan Shore,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738442,0,0,
Alejandro Mateo,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa918495,0,0,
Estarlin Arias,STL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,620145,sa739879,0,0,
Alex Young,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658917,0,0,
Chad Smith,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875373,0,0,
Josh Judy,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,1975,0,0,
Travis Blackley,TEX,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,429715,3234,0,0,RP
Danny Reynolds,LAA,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,572066,sa501564,0,0,
Brandon S. White,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918249,0,0,
Hunter Wood,TB,AL,1,2,0,1,0,0,0,0,0,9,9,0,5,2,4,7,621056,15091,0,1,RP
Clay Rapada,LAA,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,449060,4831,0,0,RP
Mike Wright,BAL,AL,13,13,4,5,0,0,0,0,0,73,79,0,43,14,26,54,605541,12586,0,13,SP
Tanner Banks,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829193,0,0,
Tyler Skulina,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550279,0,0,
Martin Viramontes,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa390651,0,0,
Ivan Vieitez,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875869,0,0,
Kevin McAvoy,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827491,0,0,
Britt Robertshaw,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa869675,0,0,
Andrew Moore,SEA,AL,11,8,2,3,0,0,0,0,0,46,51,0,27,10,12,33,621058,17553,9,2,RP
Teddy Stankiewicz,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa657954,0,0,
Jorge Pantoja,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876046,0,0,
Mario Meza,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa652174,0,0,
Melvin Adon,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa873314,0,0,
Heath Fillmyer,KC,,2,2,0,1,0,0,0,0,0,9,10,0,6,2,4,6,641571,sa738396,0,0,
Cody Clark,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa830371,0,0,
Evan MacLane,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,5576,0,0,
Tyler Viza,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738610,0,0,
Tommy Collier,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa503829,0,0,
Tommy Peterson,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875600,0,0,
Derrick Miramontes,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa3001052,0,0,
Elliot Ashbeck,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875665,0,0,
Andrew Case,TOR,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,647188,sa829881,0,0,
Caleb Frare,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658179,0,0,
Craig Breslow,CLE,AL,7,0,0,1,0,0,0,0,0,10,11,0,6,2,4,7,444520,4363,0,7,RP
Jonah Wesely,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737935,0,0,
Chance Adams,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875066,0,0,
Justin Kelly,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918908,0,0,
Shao-Ching Chiang,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa659598,0,0,
Will Mathis,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738357,0,0,
Michael Kelly,,,15,5,2,2,0,0,0,0,0,38,39,0,22,7,18,31,,sa597767,0,0,
Spencer Adams,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa828687,0,0,
Miles Nordgren,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829347,0,0,
Jake Jewell,LAA,,2,2,0,1,0,0,0,0,0,9,10,0,5,1,4,5,657228,sa829312,0,0,
Francisco Cruceta,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,2104,0,0,
Sam Howard,COL,,2,2,0,1,0,0,0,0,0,9,10,0,6,2,4,7,607572,sa602898,0,0,
Kuehl McEachern,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829752,0,0,
Christian Bergman,SEA,AL,13,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,548357,10925,8,5,SP
Harrison Cooney,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550830,0,0,
El'Hajj Muhammad,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550244,0,0,
Toru Murata,CLE,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,538506,11652,0,0,SP
Zach Jemiola,COL,,10,0,0,1,0,0,0,0,0,10,12,0,6,2,4,7,621106,sa658131,0,0,
Trevor Simms,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918792,0,0,
Rafael Perez,CLE,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,460370,4078,0,0,RP
Gabe Cramer,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa879639,0,0,
Michael Cederoth,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa600253,0,0,
Yapson Gomez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737676,0,0,
Hengerber Medina,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659366,0,0,
Jose Galindo,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918265,0,0,
Thomas Hatch,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738514,0,0,
Dylan Covey,CWS,AL,18,2,0,1,0,0,0,0,0,9,10,0,5,1,4,6,592229,14825,12,6,SP
Nolan Long,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659265,0,0,
Keaton Steele,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa659420,0,0,
Jonathan Maciel,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738222,0,0,
Chandler Hawkins,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876115,0,0,
Robinson Leyer,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657613,0,0,
Jordan Harrison,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa502697,0,0,
Nick Struck,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503356,0,0,
Trey Haley,PIT,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,543270,sa456039,0,0,
Bryton Trepagnier,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550135,0,0,
Jason Garcia,BAL,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,592329,12143,0,0,RP
Starlyn Suriel,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829880,0,0,
Blake Rogers,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876290,0,0,
Kevin Matthews,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa600845,0,0,
Jhondaniel Medina,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550551,0,0,
Logan Sendelbach,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875272,0,0,
Manuel Baez,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509129,0,0,
Trevor Clifton,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737901,0,0,
Nolan Riggs,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa840024,0,0,
Nick Additon,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa393067,0,0,
Michael Santos,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa736667,0,0,
Austin Sexton,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857572,0,0,
Drew Hasler,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa876131,0,0,
Jacob Bodner,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875866,0,0,
Jeff Brigham,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828882,0,0,
Sean McLaughlin,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659266,0,0,
Brad Kuntz,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa877529,0,0,
Nathan Bates,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875717,0,0,
Chris Sadberry,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828999,0,0,
Ryan Burr,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658938,0,0,
Daisuke Matsuzaka,NYM,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,493137,7775,0,0,SP|RP
Tommy Thorpe,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829121,0,0,
Bruce Chen,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,769,0,0,
Kevin Ziomek,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549113,0,0,
Brian Johnson,BOS,AL,5,6,2,2,0,0,0,0,0,37,39,0,22,7,15,26,598271,14272,5,0,SP
Harley Holt,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa878099,0,0,
